id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10	PositiveTail 11	PositiveTail 12	PositiveTail 13	PositiveTail 14	PositiveTail 15	PositiveTail 16	PositiveTail 17	PositiveTail 18	PositiveTail 19	PositiveTail 20	PositiveTail 21	PositiveTail 22	PositiveTail 23	PositiveTail 24	PositiveTail 25	PositiveTail 26	PositiveTail 27
Sugiura et al., 2008-Main effect [(Ff+Fn)–(Sf+Sn) masked by Ff–Sf and Fn–Sn]; socialcommunication	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugiura et al., 2008-Main effect [(Sf+Ff+Sn+Fn)–2(Cf+Cn) masked by Sf–Cf, Ff–Cf, Sn–Cn, and Fn–Cn]; socialcommunication	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugiura et al., 2008-Name (simple effect) [Sn+Fn–2Cn masked by Sn–Cn, and Fn–Cn]; socialcommunication	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sugiura et al., 2010-First (P1–F1); socialcommunication	0	2	1	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Sugiura et al., 2010-Second (P2–F2); socialcommunication	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumiya et al., 2017-SELFGroup−SELFNo > OTHER Group–OTHERNo; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumiya et al., 2017-group > no laughter; socialcommunication	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sumiya et al., 2017-group > single laughter; socialcommunication	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sumiya et al., 2017-self > other; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumiya et al., 2017-single > no laughter; socialcommunication	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suslow et al., 2009-Coorelation -- attachment avoidance with brain responses to masked sad faces; socialcommunication	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suslow et al., 2009-Masked sad faces > neutral faces; socialcommunication	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Suslow et al., 2009-Negative coorelation -- attachment avoidance with brain responsed to masked sad faces; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suslow et al., 2009-masked happy faces > neutral faces; socialcommunication	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suslow et al., 2017-masked disgust > masked neutral; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Suslow et al., 2017-masked happy faces > masked neutral; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suslow et al., 2017-unmasked disgust > unmasked neutral; socialcommunication	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Takahashi et al., 2004-Embarrassment > Neutral; socialcommunication	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
Takahashi et al., 2004-Embarrassment > guilt; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Takahashi et al., 2004-G > N masked E > N; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Takahashi et al., 2004-Guilt > Embarrassment; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Takahashi et al., 2004-Guilt > Neutral; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Thornton et al., 2013-interaction between sociality and working memory load; socialcommunication	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Thornton et al., 2013-sociality > working memory load; socialcommunication	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thornton et al., 2013-working memory load > sociality; socialcommunication	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Todorov et al., 2007-face associated with behavior > novel faces; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Todorov et al., 2007-faces associated with aggressive behaviors > faces associated with disgusting behaviors; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Todorov et al., 2007-faces associated with disgusting behaviors > faces associated with aggressive behaviors; socialcommunication	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Todorov et al., 2007-faces associated with nice behaviors > faces associated with neutral behaviors; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toki et al, 2013-Main effect of face type; socialcommunication	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toki et al, 2013-Main effect of task; socialcommunication	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toki et al, 2013-Task by face type interaction; socialcommunication	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomova et al., 2017, (INJECTION > QTIP): STRESS > CONTROL \ (BIOPSY > QTIP): STRESS > CONTROL-socialcommunication	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uddin et al., 2005-Other - Self; socialcommunication	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uddin et al., 2005-Self - Other; socialcommunication	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ueda et al., 2017-Incongruent > Congruent; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Vanlangendonck et al., 2018-Arbitrary > Collaborative; socialcommunication	2	1	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Vanlangendonck et al., 2018-Arbitrary > Individual; socialcommunication	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Vanlangendonck et al., 2018-Collaborative > Arbitrary; socialcommunication	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vanlangendonck et al., 2018-Collaborative > Individual; socialcommunication	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vanlangendonck et al., 2018-Individual > Arbitrary; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vanlangendonck et al., 2018-Individual > Collaborative; socialcommunication	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Faces > Landmarks; socialcommunication	0	2	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Familiar faces > Novel faces; socialcommunication	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Famous faces > Novel faces; socialcommunication	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Famous faces > Novel landmarks; socialcommunication	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Famous landmarks > Novel landmarks; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Famous ∩ Familiar faces; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Landmarks > Faces; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Novel faces > Famous faces; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Novel faces > Novel landmarks; socialcommunication	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Novel landmarks > Famous faces; socialcommunication	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Von Der Heide et al., 2013-Novel landmarks > Famous landmarks; socialcommunication	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Von Der Heide et al., 2013-Novel landmarks > Novel faces; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Wagner et al., 2015-Shared_emo > unshared_emo (masked with interaction sharing 􏰀 emotion); socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Wagner et al., 2015-Shared_emo > unshared_emo; socialcommunication	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Wang et al., 2011-Eye contact effect Simple effect: Direct-Cong > Averted-Cong; socialcommunication	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wang et al., 2011-Hand movement task Cong > Catch; socialcommunication	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wang et al., 2011-Hand movement task Incong > Catch; socialcommunication	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wang et al., 2011-Inhibition of mimicry Main effect: Incong > Cong; socialcommunication	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Wang et al., 2011-Inhibition of mimicry Simple effect: Averted-Incong > averted-Cong; socialcommunication	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wang et al., 2011-Interaction (Direct-Cong > Direct-Incong) > (Averted-Cong > Averted-Incong); socialcommunication	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wildgruber et al., 2013-CAT > COU; socialcommunication	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wildgruber et al., 2013-CSL > TIC; socialcommunication	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Wildgruber et al., 2013-TIC > CSL; socialcommunication	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Winston et al., 2002-Explicit > implicit; socialcommunication	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Winston et al., 2002-Iimplicit > Explicit; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Winston et al., 2002-Trustworthy > Untrustworthy; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Winston et al., 2002-Untrustworthy > Trustworthy; socialcommunication	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolf et al., 2018-non-verbal > verbal interaction types; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Wolf et al., 2018-verbal > non-verbal interaction types; socialcommunication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zahn et al., 2007-Positive > negative social concepts; socialcommunication	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zahn et al., 2007-Social > animal masked by social > fixation; socialcommunication	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zerubavel et al., 2015-target popularity during face-viewing task; socialcommunication	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhang et al., 2018-Emotion > Modality; socialcommunication	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhang et al., 2018-Modality > Emotion; socialcommunication	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhang et al., 2018-Modality X Emotion; socialcommunication	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ziaei et al., 2016-Angry averted gaze > angry direct gaze; socialcommunication	1	1	2	3	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Ziaei et al., 2016-Happy direct + averted gaze; socialcommunication	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ziaei et al., 2016-angry direct gaze > angry averted gaze; socialcommunication	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
