meta_pmid,study_pmid,status,final_status,corrected_status,reason,SourceSheet,posthoc_status,posthoc_reason,title,year,author
36436737,29943174,NO,NO,NO,Non-Adults,Non-Adults,,,Adolescents' neural response to social reward and real-world emotional closeness and positive affect.,2018,Flores
36436737,29959970,YES,NO,YES,,YES,,,Oxytocinergic modulation of brain activation to cues related to reproduction and attachment: Differences and commonalities during the perception of erotic and fearful social scenes.,2019,Sauer
36436737,29992485,YES,NO,YES,,YES,,,Seeing minds in others: Mind perception modulates low-level social-cognitive performance and relates to ventromedial prefrontal structures.,2018,Wiese
36436737,30017395,NO,NO,NO,Non-Human,Non-Human,,,Functional Networks for Social Communication in the Macaque Monkey.,2018,Shepherd
36436737,30038232,NO,NO,NO,Meta-analysis,YES,,,A view behind the mask of sanity: meta-analysis of aberrant brain activity in psychopaths.,2019,Poeppl
36436737,30041864,NO,NO,NO,Non-Human,Non-Human,,,Social Origins of Cortical Face Areas.,2018,Powell
36436737,30056560,YES,YES,YES,,OutsideDateRange,,,Neural processing of the own child's facial emotions in mothers with a history of early life maltreatment.,2019,Neukel
36436737,30077577,YES,YES,YES,,OutsideDateRange,,,Thinking about the past to shape the present: neural activation during the recall of relationship episodes.,2019,Wade-Bohleber
36436737,30085122,YES,NO,YES,"Maybe-Atypical, NotHealthy",YES,,,Oxytocin Facilitates Approach Behavior to Positive Social Stimuli via Decreasing Anterior Insula Activity.,2018,Yao
36436737,30154703,YES,YES,YES,,YES,,,Interpretation of Social Interactions: Functional Imaging of Cognitive-Semiotic Categories During Naturalistic Viewing.,2018,Wolf
36436737,30195053,NO,NO,NO,"NotHealthy, Review, NoCoordinates",OutsideDateRange,,,Alteration of functional brain architecture in 22q11.2 deletion syndrome - Insights into susceptibility for psychosis.,2019,Larsen
36436737,30221467,NO,NO,NO,Meta-analysis,OutsideDateRange,,,Role of social cognition in post-traumatic stress disorder: A review and meta-analysis.,2019,Stevens
36436737,30225341,YES,NO,NO,Atypical,YES,,,Motivation Modulates Brain Networks in Response to Faces Varying in Race and Status: A Multivariate Approach.,2018,Mattan
36436737,30272134,YES,YES,YES,,YES,,,Hierarchical Brain Network for Face and Voice Integration of Emotion Expression.,2019,Davies-Thompson
36436737,30300745,YES,NO,YES,,YES,,,Age-related differences in the activation of the mentalizing- and reward-related brain regions during the learning of others' true trustworthiness.,2019,Suzuki
36436737,30349467,YES,YES,YES,,,,,Role-Specific Brain Activations in Leaders and Followers During Joint Action.,2018,Chauvigné
36436737,30374665,YES,NO,NO,ROI,,,,"Peer influence, Frontostriatal connectivity, and delay discounting in African American emerging adults.",2020,Holmes
36436737,30389840,YES,NO,NO,NoCoordinates,OutsideDateRange,YES,Agree if criteria is changed to not only include uni variate,The Social Brain Automatically Predicts Others' Future Mental States.,2019,Thornton
36436737,30411904,NO,NO,NO,NotHealthy,OutsideDateRange,,,Salience network connectivity and social processing in children with nonverbal learning disability or autism spectrum disorder.,2019,Margolis
36436737,30414457,NO,NO,NO,Review,YES,,,Altered resting-state dynamics in autism spectrum disorder: Causal to the social impairment?,2019,Gotts
36436737,30455187,YES,NO,YES,,YES,,,MDMA Increases Cooperation and Recruitment of Social Brain Areas When Playing Trustworthy Players in an Iterated Prisoner's Dilemma.,2019,Gabay
36436737,30500423,NO,NO,NO,AtypicalData,OutsideDateRange,,,Combining resting state functional MRI with intraoperative cortical stimulation to map the mentalizing network.,2019,Yordanova
36436737,30594068,YES,NO,NO,AtypicalData,YES,,,Hypoconnectivity of insular resting-state networks in adolescents with Autism Spectrum Disorder.,2019,Francis
36436737,30610911,NO,NO,NO,No coordinates; review,YES,,,"Social, self, (situational), and affective processes in medial prefrontal cortex (MPFC): Causal, multivariate, and reverse inference evidence.",2019,Lieberman
36436737,30624029,YES,NO,NO,ROI,YES,NO,Main effects not reported,OXTR methylation modulates exogenous oxytocin effects on human brain activity during social interaction.,2020,Chen
36436737,30639176,YES,NO,NO,AtypicalData,YES,,,"Trustworthiness appraisal deficits in borderline personality disorder are associated with prefrontal cortex, not amygdala, impairment.",2019,Fertuck
36436737,30639342,YES,NO,NO,No info on subjects. Only 2 subjects in study,YES,YES,,"Exogenous testosterone and the monoamine-oxidase A polymorphism influence anger, aggression and neural responses to provocation in males.",2019,Wagels
36436737,30649548,NO,YES,YES,Does not specify healthy,YES,,,Dissecting social interaction: dual-fMRI reveals patterns of interpersonal brain-behavior relationships that dissociate among dimensions of social exchange.,2019,Špiláková
36436737,30658938,YES,YES,YES,,YES,,,Altered striatal reward processing in abstinent dependent cannabis users: Social context matters.,2019,Zimmermann
36436737,30679738,NO,NO,NO,Does not state healthy subjects,YES,,,Neurometabolic and functional connectivity basis of prosocial behavior in early adolescence.,2019,Okada
36436737,30698656,YES,NO,NO,AtypicalData,YES,,,Overt social interaction and resting state in young adult males with autism: core and contextual neural features.,2019,Jasmin
36436737,30794869,NO,NO,NO,NoHealthyInfo,,YES,"Although main reported results are ""atypical"", qualifying results are reported in Supplemental",Age differences in specific neural connections within the Default Mode Network underlie theory of mind.,2019,Hughes
36436737,30807820,NO,NO,NO,Non-human; use mice model,YES,,,Inhibiting mGluR5 activity by AFQ056/Mavoglurant rescues circuit-specific functional connectivity in Fmr1 knockout mice.,2019,Zerbi
36436737,30825583,YES,NO,NO,Includes non-MRI data,YES,YES,Localizer counts as social communication,Targeting dynamic facial processing mechanisms in superior temporal sulcus using a novel fMRI neurofeedback target.,2019,Direito
36436737,30833582,NO,NO,NO,Includes atypical data,YES,,,Atypical functional connectome hierarchy in autism.,2019,Hong
36436737,30834300,YES,NO,NO,Atypical,YES,YES,"Although many atypical analyses are reported, main result qualifies",What Makes Eye Contact Special? Neural Substrates of On-Line Mutual Eye-Gaze: A Hyperscanning fMRI Study.,2019,Koike
36436737,30842248,YES,NO,NO,Atypical,YES,NO,"Atypical analysis, doesn't report main localizer",Symmetrical Viewpoint Representations in Face-Selective Regions Convey an Advantage in the Perception and Recognition of Faces.,2019,Flack
36436737,30852994,YES,NO,YES,No Coordinates,YES,,,Brain activity during reciprocal social interaction investigated using conversational robots as control condition.,2019,Rauchbauer
36436737,30852995,YES,YES,YES,,YES,,,A neurocognitive investigation of the impact of socializing with a robot on empathy for pain.,2019,Cross
36436737,30930310,YES,YES,YES,,YES,,,The facilitative effect of gestures on the neural processing of semantic complexity in a continuous narrative.,2019,Cuevas
36436737,30949039,YES,NO,NO,"Connectivity, ROI",YES,YES,Whole brain results are provided,Convergent Neural Correlates of Empathy and Anxiety During Socioemotional Processing.,2019,Knight
36436737,30976115,YES,NO,NO,AtypicalData,YES,,,Causal Interactions in Human Amygdala Cortical Networks across the Lifespan.,2019,Jiang
36436737,31011853,YES,NO,YES,"AtypicalData, NoHealthyOnlyResult",,NO,,Neural Signatures of Social Inclusion in Borderline Personality Disorder Versus Non-suicidal Self-injury.,2019,Malejko
36436737,31028922,YES,NO,NO,ROI,YES,YES,One whole brain analysis reported,Perceiving animacy purely from visual motion cues involves intraparietal sulcus.,2019,Schultz
36436737,31028924,NO,NO,NO,Review,YES,,,The inhibition of automatic imitation: A meta-analysis and synthesis of fMRI studies.,2019,Darda
36436737,31036762,YES,NO,NO,Atypical,YES,,,"Multifaceted Integration: Memory for Faces Is Subserved by Widespread Connections between Visual, Memory, Auditory, and Social Networks.",2019,Ramot
36436737,31051206,YES,NO,NO,AtypicalData,YES,,,Diminished single-stimulus response in vmPFC to favorite people in children diagnosed with Autism Spectrum Disorder.,2019,Kishida
36436737,31056647,YES,YES,YES,,YES,,,Social support modulates the neural correlates underlying social exclusion.,2019,Morese
36436737,31063817,YES,NO,NO,Atypical,YES,YES,Most analyses are atypical but main effects are reported,The functional database of the ARCHI project: Potential and perspectives.,2019,Pinel
36436737,31090126,YES,YES,YES,,YES,,,Widespread and lateralized social brain activity for processing dynamic facial expressions.,2019,Sato
36436737,31100434,NO,NO,NO,NoHealthyInfo,YES,YES,"Demographics are lacking, but likely a healthy group",Dyadic interaction processing in the posterior temporal cortex.,2019,Walbrin
36436737,31142792,YES,YES,YES,,YES,,,Behavioural and Neural Responses to Facial Disfigurement.,2019,Hartung
36436737,31157395,YES,NO,NO,Atypical,YES,,,Investigation of functional brain network reconfiguration during vocal emotional processing using graph-theoretical analysis.,2019,Lin
36436737,31170400,NO,NO,NO,Review,YES,,,Universal Transform or Multiple Functionality? Understanding the Contribution of the Human Cerebellum across Task Domains.,2019,Diedrichsen
36436737,31268615,YES,NO,NO,Atypical,YES,,,Modulating functional connectivity between medial frontopolar cortex and amygdala by inhibitory and excitatory transcranial magnetic stimulation.,2019,Riedel
36436737,31322784,YES,NO,NO,Atypical,YES,,,Linking resting-state networks and social cognition in schizophrenia and bipolar disorder.,2019,Jimenez
36436737,31379539,YES,NO,NO,Atypical,YES,,,Emotion Regulation of Hippocampus Using Real-Time fMRI Neurofeedback in Healthy Human.,2019,Zhu
36436737,31420884,YES,NO,NO,NotSocial,YES,,,Linking visual gamma to task-related brain networks-a simultaneous EEG-fMRI study.,2019,Beldzik
36436737,31506672,YES,NO,NO,AtypicalData,YES,,,The neural mechanisms of social reward in early psychosis.,2019,Fett
36436737,31589003,YES,NO,NO,Meta-analysis,YES,,,Meta-analytic and functional connectivity evidence from functional magnetic resonance imaging for an anterior to posterior gradient of function along the hippocampal axis.,2020,Grady
36436737,31598216,YES,YES,YES,,YES,,,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods.",2019,Javor
36436737,31639270,NO,NO,NO,"NoHealthyInfo, Non-Adults",YES,,,Direct replication of task-dependent neural activation patterns during sadness introspection in two independent adolescent samples.,2020,Vilgis
36436737,31680906,YES,NO,NO,AtypicalData,YES,,,Atypical Amygdala-Neocortex Interaction During Dynamic Facial Expression Processing in Autism Spectrum Disorder.,2019,Sato
36436737,31690846,YES,NO,NO,AtypicalData,YES,,,Neural and functional correlates of impaired reading ability in schizophrenia.,2019,Dondé
36436737,31729396,YES,NO,YES,,YES,,,Neural representations of honesty predict future trust behavior.,2019,Bellucci
36436737,31740271,NO,NO,NO,NotHealthy,YES,,,"The effects of nalmefene on emotion processing in alcohol use disorder - A randomized, controlled fMRI study.",2019,Vollstädt-Klein
36436737,31747689,YES,NO,NO,NotWholeBrain,YES,NO,Only cerebellar results,Action perception recruits the cerebellum and is impaired in patients with spinocerebellar ataxia.,2019,Abdelgabar
36436737,31783116,YES,YES,YES,,YES,,,Neural oscillations in human auditory cortex revealed by fast fMRI during auditory perception.,2020,Frühholz
36436737,31798816,YES,NO,NO,AtypicalData,YES,YES,Typical results reported in supplement,Intact neural representations of affective meaning of touch but lack of embodied resonance in autism: a multi-voxel pattern analysis study.,2019,Lee Masson
36436737,31843053,NO,NO,NO,Age,YES,,,Default mode-visual network hypoconnectivity in an autism subtype with pronounced social visual engagement difficulties.,2019,Lombardo
36436737,31844272,YES,NO,NO,"Atypical, No Coordiantes",YES,NO,Whole-brain task-evoked results are not shown,Collective memory shapes the organization of individual memories in the medial prefrontal cortex.,2020,Gagnepain
36436737,31849730,NO,NO,NO,"Review, NoCoordinates",,,,Modulation of Social Cognition ,2019,Preller
36436737,34895947,NO,NO,NO,"ROI, NotHealthy, NotfMRI",,,,Corrigendum to The role of oxytocin in implicit personal space regulation: An fMRI study [Psychoneuroendocrinology 91 (2018) 206-215].,2022,Cohen
36436737,38867029,NO,NO,NO,Atypical,,,,Combining developmental and sleep health measures for autism spectrum disorder screening: an ECHO study.,2025,Shuffrey
36436737,40773391,NO,NO,NO,Atypical,,,,Generalized Probabilistic Graphical Modeling for Multi-View Bipartite Graph Clustering.,2025,Li
