meta_pmid,study_pmid,title,year,author
32078973,28686139,Neural Mechanisms Underlying Risk and Ambiguity Attitudes.,2017,Blankenstein
32078973,29408323,Individual differences in risk-taking tendencies modulate the neural processing of risky and ambiguous decision-making in adolescence.,2018,Blankenstein
32078973,29408524,Dissociating neural variability related to stimulus quality and response times in perceptual decision-making.,2018,Bode
32078973,23041528,Similar neural mechanisms for perceptual guesses and free decisions.,2013,Bode
32078973,21933719,The neural encoding of guesses in the human brain.,2012,Bode
32078973,19524531,How green is the grass on the other side? Frontopolar cortex and the evidence in favor of alternative courses of action.,2009,Boorman
32078973,25277841,Comfort for uncertainty in pathological gamblers: a fMRI study.,2015,Brevers
32078973,23345243,Neural integration of risk and effort costs by the frontal pole: only upon request.,2013,Burke
32078973,18572984,A preliminary study of fMRI-guided rTMS in the treatment of generalized anxiety disorder.,2008,Bystritsky
32078973,23313780,Affective decision making under uncertainty during a plausible aviation task: an fMRI study.,2013,Causse
32078973,25798082,Multiple brain networks contribute to the acquisition of bias in perceptual decision-making.,2015,Chen
32078973,19812332,"Neural correlates of value, risk, and risk aversion contributing to decision making under risk.",2009,Christopoulos
32078973,28429160,Neural mechanisms of risky decision making in adolescents reporting frequent alcohol and/or marijuana use.,2018,Claus
32078973,22309791,Neural mechanisms of risk taking and relationships with hazardous drinking.,2012,Claus
32078973,15795134,Functional connectivity with anterior cingulate and orbitofrontal cortices during decision-making.,2005,Cohen
32078973,24137106,Differences in neural activation as a function of risk-taking task parameters.,2013,Congdon
32078973,22994937,Individual differences in decision making and reward processing predict changes in cannabis use: a prospective functional magnetic resonance imaging study.,2013,Cousijn
32078973,11239442,Neural activity in the human brain relating to uncertainty and arousal during anticipation.,2001,Critchley
32078973,20877644,Risky decisions and their consequences: neural processing by boys with Antisocial Substance Disorder.,2010,Crowley
32078973,26176860,Adolescents' Neural Processing of Risky Decisions: Effects of Sex and Behavioral Disinhibition.,2015,Crowley
32078973,22250647,Risky decision-making: an FMRI study of youth at high risk for alcoholism.,2012,Cservenka
32078973,16778890,Cortical substrates for exploratory decisions in humans.,2006,Daw
32078973,23773952,Neural mechanisms of risky decision-making and reward response in adolescent onset cannabis use disorder.,2013,De Bellis
32078973,23723089,Decreased insular and increased midbrain activations during decision-making under risk in adolescents with excess weight.,2013,Delgado-Rico
32078973,23536092,"Hierarchical learning induces two simultaneous, but separable, prediction errors in human basal ganglia.",2013,Diuk
32078973,26500486,How the risky features of previous selection affect subsequent decision-making: evidence from behavioral and fMRI measures.,2015,Dong
32078973,16033924,Neural coding of distinct statistical properties of reward information in humans.,2006,Dreher
32078973,25632132,Neural correlates of expected risks and returns in risky choice across development.,2015,van Duijvenvoorde
32078973,10731225,Dissociable functions in the medial and lateral orbitofrontal cortex: evidence from human neuroimaging studies.,2000,Elliott
32078973,19576868,Individual differences in risk preference predict neural responses during financial decision-making.,2009,Engelmann
32078973,15327927,Choice selection and reward anticipation: an fMRI study.,2004,Ernst
32078973,23365248,How embodied is perceptual decision making? Evidence for separate processing of perceptual and motor decisions.,2013,Filimon
32078973,20357071,Effects of category-specific costs on neural systems for perceptual decision-making.,2010,Fleming
32078973,27620345,A preliminary study of longitudinal neuroadaptation associated with recovery from addiction.,2016,Forster
32078973,18981414,Striatum and pre-SMA facilitate decision-making under time pressure.,2008,Forstmann
32078973,27623361,Ambiguity aversion in schizophrenia: An fMRI study of decision-making under risk and ambiguity.,2016,Fujino
32078973,15588617,Functional activity related to risk anticipation during performance of the Iowa Gambling Task.,2005,Fukui
32078973,23148798,Decisions during negatively-framed messages yield smaller risk-aversion-related brain activation in substance-dependent individuals.,2013,Fukunaga
32078973,22707378,Decision making in the Balloon Analogue Risk Task (BART): anterior cingulate cortex signals loss aversion but not the infrequency of risky choices.,2012,Fukunaga
32078973,24867804,Neural correlates of risky decision making in anxious youth and healthy controls.,2014,Galván
32078973,23644912,Greater risk sensitivity of dorsolateral prefrontal cortex in young smokers than in nonsmokers.,2013,Galván
32078973,26780575,Aberrant neural signatures of decision-making: Pathological gamblers display cortico-striatal hypersensitivity to extreme gambles.,2016,Gelskov
32078973,30133446,"Identifying cirrhosis, decompensated cirrhosis and hepatocellular carcinoma in health administrative data: A validation study.",2018,Lapointe-Shaw
32078973,24754451,Cumulative gains enhance striatal response to reward opportunities in alcohol-dependent patients.,2015,Gilman
32078973,21995446,The effect of intravenous alcohol on the neural correlates of risky decision making in healthy social drinkers.,2012,Gilman
32078973,23476024,Neural evidence for adaptive strategy selection in value-based decision-making.,2014,Gluth
32078973,24317375,Attenuated insular processing during risk predicts relapse in early abstinent methamphetamine-dependent individuals.,2014,Gowin
32078973,28164168,Doubling down: increased risk-taking behavior following a loss by individuals with cocaine use disorder is associated with striatal and anterior cingulate dysfunction.,2017,Gowin
32078973,25206656,Brain areas activated by uncertain reward-based decision-making in healthy volunteers.,2013,Guo
32078973,22922368,Human visual and parietal cortex encode visual choices independent of motor plans.,2012,Hebart
32078973,25112281,The Relationship between Perceptual Decision Variables and Confidence in the Human Brain.,2016,Hebart
32078973,15483614,A general mechanism for perceptual decision-making in the human brain.,2004,Heekeren
32078973,16785427,Involvement of human left dorsolateral prefrontal cortex in perceptual decision making is independent of response modality.,2006,Heekeren
32078973,21334351,Neural correlates of choice behavior related to impulsivity and venturesomeness.,2011,Hinvest
32078973,19587274,Domain general mechanisms of perceptual decision making in human cortex.,2009,Ho
32078973,20472072,Aging and decision making under uncertainty: behavioral and neural evidence for the preservation of decision making in the absence of learning in old age.,2010,Hosseini
32078973,16339445,Neural systems responding to degrees of uncertainty in human decision-making.,2005,Hsu
32078973,25067816,Pre-existing brain states predict risky choices.,2014,Huang
32078973,15800185,Decisions under uncertainty: probabilistic context influences activation of prefrontal and parietal cortices.,2005,Huettel
32078973,16504951,Neural signatures of economic preferences for risk and ambiguity.,2006,Huettel
32078973,26071624,Neural activation during risky decision-making in youth at high risk for substance use disorders.,2015,Hulvershorn
32078973,18612380,fMRI evidence for a dual process account of the speed-accuracy tradeoff in decision-making.,2008,Ivanoff
32078973,23355606,Synchrony of anterior cingulate cortex and insular-striatal activation predicts ambiguity aversion in individuals with low impulsivity.,2014,Jung
32078973,25100220,Learning to play it safe (or not): stable and evolving neural responses during adolescent risky decision-making.,2015,Kahn
32078973,21555079,Perceptual learning and decision-making in human medial frontal cortex.,2011,Kahnt
32078973,20032247,The functional anatomy of a perceptual decision in the human brain.,2010,Kayser
32078973,21106817,Neural representations of relevant and irrelevant features in perceptual decision making.,2010,Kayser
32078973,23392532,Decision-making in polydrug amphetamine-type stimulant users: an fMRI study.,2013,Koester
32078973,23966584,"Risk-taking behavior: dopamine D2/D3 receptors, feedback, and frontolimbic activity.",2015,Kohno
32078973,28131889,"A neural network that links brain function, white-matter structure and risky behavior.",2017,Kohno
32078973,24607236,Multiple neural mechanisms of decision making and their competition under changing risk pressure.,2014,Kolling
32078973,14700259,Visual processing of coherent rotation in the central visual field: an fMRI study.,2003,Könönen
32078973,31634665,Decision making of individuals with heroin addiction receiving opioid maintenance treatment compared to early abstinent users.,2019,Kriegler
32078973,28131862,Evidence accumulation detected in BOLD signal using slow perceptual decision making.,2017,Krueger
32078973,24355752,Investigation of decision-making under uncertainty in healthy subjects: a multi-centric fMRI study.,2014,Krug
32078973,27177981,Salience Network Activity in Perceptual Decisions.,2016,Lamichhane
32078973,18787233,Distinct roles of prefrontal cortical subregions in the Iowa Gambling Task.,2009,Lawrence
32078973,19015090,Age-related differences in neural activities during risk taking as revealed by functional MRI.,2008,Lee
32078973,27975159,Neural correlates of increased risk-taking propensity in sleep-deprived people along with a changing risk level.,2017,Lei
32078973,16959497,Young adult stimulant users' increased striatal activation during uncertainty is related to impulsivity.,2006,Leland
32078973,20032238,Neural representation of subjective value under risk and ambiguity.,2010,Levy
32078973,20301345,"Oculocutaneous Albinism Type 1 – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY",1993,Adam
32078973,28413776,Dissociable neural processes during risky decision-making in individuals with Internet-gaming disorder.,2017,Liu
32078973,24367286,Coding of level of ambiguity within neural systems mediating choice.,2013,Lopez-Paniagua
32078973,25281799,Neural mechanisms underlying context-dependent shifts in risk preferences.,2014,Losecaat Vermeer
32078973,21741443,Cortical processing of tactile direction discrimination based on spatiotemporal cues in man.,2011,Lundblad
32078973,24857827,Effects of selective serotonin reuptake inhibition on neural activity related to risky decisions and monetary rewards in healthy males.,2014,Macoveanu
32078973,25819606,Insula tuning towards external eating versus interoceptive input in adolescents with overweight and obesity.,2015,Mata
32078973,18727234,Effects of ammonium on ion channels and transporters in colonic secretory cells.,2004,Worrell
32078973,28129057,Adaptive Adolescent Flexibility: Neurodevelopment of Decision-making and Learning in a Risky Context.,2017,McCormick
32078973,27989774,Failure to retreat: Blunted sensitivity to negative feedback supports risky behavior in adolescents.,2017,McCormick
32078973,20138482,Neurobiological correlates of problem gambling in a quasi-realistic blackjack scenario as revealed by fMRI.,2010,Miedl
32078973,19879367,Neural foundations of risk-return trade-off in investment decisions.,2010,Mohr
32078973,25055179,Action-value comparisons in the dorsolateral prefrontal cortex control choice between goal-directed actions.,2014,Morris
32078973,20505110,Perceptual decisions formed by accumulation of audiovisual evidence in prefrontal cortex.,2010,Noppeney
32078973,12944524,Dissociating valence of outcome from behavioral control in human orbital and ventral prefrontal cortices.,2003,O'Doherty
32078973,27591399,Risky decision-making in adolescent girls: The role of pubertal hormones and reward circuitry.,2016,Op de Macks
32078973,15784440,Superior temporal gyrus and insula provide response and outcome-dependent information during assessment and action selection in a decision-making situation.,2005,Paulus
32078973,15184037,Anterior cingulate activation in high trait anxious subjects is related to altered error processing during decision making.,2004,Paulus
32078973,12655327,Schizophrenia subjects show intact success-related neural activation but impaired uncertainty processing during decision-making.,2003,Paulus
32078973,11906224,Error rate and outcome predictability affect neural activation in prefrontal cortex and anterior cingulate during decision-making.,2002,Paulus
32078973,11133312,"Prefrontal, parietal, and temporal cortex networks underlie decision-making in the presence of uncertainty.",2001,Paulus
32078973,11751032,Behavioral and functional neuroimaging evidence for prefrontal dysfunction in methamphetamine-dependent subjects.,2002,Paulus
32078973,12062884,Parietal dysfunction is associated with increased outcome-related decision-making in schizophrenia patients.,2002,Paulus
32078973,17949691,Reduced behavioral and neural activation in stimulant users to different error rates during decision making.,2008,Paulus
32078973,12948701,Increased activation in the right insula during risk-taking decision making is related to harm avoidance and neuroticism.,2003,Paulus
32078973,12513946,Decision making by methamphetamine-dependent subjects is associated with error-rate-independent decrease in prefrontal and parietal activation.,2003,Paulus
32078973,23707590,Risk-taking and social exclusion in adolescence: neural mechanisms underlying peer influences on decision-making.,2013,Peake
32078973,26510176,Evidence Accumulation and Choice Maintenance Are Dissociated in Human Perceptual Decision Making.,2015,Pedersen
32078973,18045902,EEG-informed fMRI reveals spatiotemporal characteristics of perceptual decision making.,2007,Philiastides
32078973,20805539,Beyond risk and ambiguity: deciding under ignorance.,2010,Pushkarskaya
32078973,26640434,Neural Correlates of Decision-Making Under Ambiguity and Conflict.,2015,Pushkarskaya
32078973,26269638,Longitudinal Changes in Prefrontal Cortex Activation Underlie Declines in Adolescent Risk Taking.,2015,Qu
32078973,18582578,Neural correlates of voluntary and involuntary risk taking in the human brain: an fMRI Study of the Balloon Analog Risk Task (BART).,2008,Rao
32078973,26076493,Attenuated Neural Processing of Risk in Young Adults at Risk for Stimulant Dependence.,2015,Reske
32078973,21864197,Risky decision-making in older adults without cognitive deficits: an fMRI study of VMPFC using the Iowa Gambling Task.,2012,Rogalsky
32078973,21354189,Uncovering putative neural markers of risk avoidance.,2011,Roy
32078973,26238384,Neural substrates of risky decision making in individuals with Internet addiction.,2015,Seok
32078973,28250149,Perceptual and categorical decision making: goal-relevant representation of two domains at different levels of abstraction.,2017,Shankar
32078973,25498405,The neural basis of social risky decision making in females with major depressive disorder.,2015,Shao
32078973,18375149,Transient and linearly graded deactivation of the human default-mode network by a visual detection task.,2008,Singh
32078973,18804540,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task.",2009,Smith
32078973,21534685,Psychometrically matched tasks evaluating differential fMRI activation during form and motion processing.,2011,Snyder
32078973,24298242,Altered frontocingulate activation during aversive interoceptive processing in young adults transitioning to problem stimulant use.,2013,Stewart
32078973,10860790,"Attention to speed of motion, speed discrimination, and task difficulty: an fMRI study.",2000,Sunaert
32078973,27001826,Behavioral contagion during learning about another agent's risk-preferences acts on the neural representation of decision-risk.,2016,Suzuki
32078973,17274020,Prefrontal cortex activity is reduced in gambling and nongambling substance users during decision-making.,2007,Tanabe
32078973,25698984,Are ambiguity aversion and ambiguity intolerance identical? A neuroeconomics investigation.,2014,Tanaka
32078973,18997791,Sensory-motor mechanisms in human parietal cortex underlie arbitrary visual decisions.,2008,Tosoni
32078973,20188198,Adolescent risky decision-making: neurocognitive development of reward and control regions.,2010,Van Leijenhorst
32078973,12802176,Error-rate-related caudate and parietal cortex activation during decision making.,2003,Verney
32078973,26052943,"Risk-Taking Behavior in a Computerized Driving Task: Brain Activation Correlates of Decision-Making, Outcome, and Peer Influence in Male Adolescents.",2015,Vorobyev
32078973,18710652,The neural substrates of probabilistic and intertemporal decision making.,2008,Weber
32078973,26879047,Resting-state functional connectivity between the dorsal anterior cingulate cortex and thalamus is associated with risky decision-making in nicotine addicts.,2016,Wei
32078973,19897796,Stimulus and response conflict processing during perceptual decision making.,2009,Wendelken
32078973,23684860,Distinct encoding of risk and value in economic choice between multiple risky options.,2013,Wright
32078973,22486330,Abnormal affective decision making revealed in adolescent binge drinkers using a functional magnetic resonance imaging study.,2013,Xiao
32078973,18842669,Functional dissociations of risk and reward processing in the medial prefrontal cortex.,2009,Xue
32078973,16971537,Dissociable systems for gain- and loss-related value predictions and errors of prediction in the human brain.,2006,Yacubian
32078973,15795135,Sustained neural activity associated with cognitive control during temporally extended decision making.,2005,Yarkoni
32078973,22194728,Behavioral risk elicits selective activation of the executive system in adolescents: clinical implications.,2011,Yaxley
32078973,31019695,"Effectiveness of a Tailored Colorectal Cancer Educational Seminar in Enhancing the Awareness, Knowledge, and Behavior of Korean Americans Living in the Los Angeles Koreatown Area.",2019,Kim
31063939,24302373,fMRI and sleep correlates of the age-related impairment in motor memory consolidation.,2014,Fogel
31063939,22259064,Acute sleep deprivation enhances the brain's response to hedonic food stimuli: an fMRI study.,2012,Benedict
31063939,15054065,Identification and differential vulnerability of a neural network in sleep deprivation.,2004,Bell-McGinty
31063939,15537894,"Cortical areas involved in object, background, and object-background processing revealed with functional magnetic resonance adaptation.",2004,Goh
31063939,18971479,Cholinergic augmentation modulates visual task performance in sleep-deprived young adults.,2008,Chuah
31063939,21195190,Reduced visual processing capacity in sleep deprived persons.,2011,Kong
31063939,16199831,fMRI study of maintenance and manipulation processes within working memory in first-episode schizophrenia.,2005,Tan
31063939,22557992,On the Need of Objective Vigilance Monitoring: Effects of Sleep Loss on Target Detection and Task-Negative Activity Using Combined EEG/fMRI.,2012,Czisch
31063939,22503940,Gender differences in brain regional homogeneity of healthy subjects after normal sleep and after sleep deprivation: a resting-state fMRI study.,2012,Dai
31063939,16263248,Compensatory recruitment after sleep deprivation and the relationship with performance.,2005,Drummond
31063939,26497037,Contra-directional Coupling of Nur77 and Nurr1 in Neurodegeneration: A Novel Mechanism for Memantine-Induced Anti-inflammation and Anti-mitochondrial Impairment.,2016,Wei
31063939,20421251,A role for REM sleep in recalibrating the sensitivity of the human brain to specific emotions.,2011,Gujar
31063939,26829319,Haplotyping germline and cancer genomes with high-throughput linked-read sequencing.,2016,Zheng
31063939,15183387,A ghost of retrieval past: a functional network of alpha EEG related to source memory in elderly humans.,2004,Luber
31063939,25608023,"Neurophysiological effects of sleep deprivation in healthy adults, a pilot study.",2015,Klumpers
31063939,23627087,[Study on the chemical constituents in Pouzolzia zeylanica].,2012,Fu
31063939,22565029,Frontal and parietal activity after sleep deprivation is dependent on task difficulty and can be predicted by the fMRI response after normal sleep.,2012,Lythe
31063939,22593062,Sleep deprivation is associated with attenuated parametric valuation and control signals in the midbrain during value-based decision making.,2012,Menz
31063939,15981537,Efficient generation of coherent blue light at 440 nm by intracavity-frequency-tripling 1319-nm emission from a Nd:YAG laser.,2005,Mu
31063939,23286303,Sleep deprivation amplifies striatal activation to monetary reward.,2013,Mullin
31063939,23205857,Characterization and film properties of electrophoretically deposited nanosheets of anionic titanate and cationic MgAl-layered double hydroxide.,2013,Matsuda
31063939,18698363,Sleep modulates the neural substrates of both spatial and contextual memory consolidation.,2008,Rauchs
31063939,28368647,Observation of B_{c}^{+}→D^{0}K^{+} Decays.,2017,Aaij
31063939,11123521,Neural basis of alertness and cognitive performance impairments during sleepiness. I. Effects of 24 h of sleep deprivation on waking human regional brain activity.,2000,Thomas
31063939,24795594,The effects of a single night of sleep deprivation on fluency and prefrontal cortex function during divergent thinking.,2014,Vartanian
31063939,19553435,"Functional magnetic resonance imaging-assessed brain responses during an executive task depend on interaction of sleep homeostasis, circadian phase, and PER3 genotype.",2009,Vandewalle
31063939,17483192,Impairment of mitochondrial acetoacetyl CoA thiolase activity in the colonic mucosa of patients with ulcerative colitis.,2007,Santhanam
31063939,21292598,In vitro and in vivo evaluation of PEDOT microelectrodes for neural stimulation and recording.,2011,Venkatraman
31063939,27110113,Sleep deprivation disturbed regional brain activity in healthy subjects: evidence from a functional magnetic resonance-imaging study.,2016,Wang
31063939,17007976,Possible interaction between MAOA and DRD2 genes associated with antisocial alcoholism among Han Chinese men in Taiwan.,2007,Wang
31063939,30591784,On the formation of taiji diagram from the perspective of twenty-four solar terms.,2018,Xu
29338547,20600341,Functional MRI evidence for inefficient attentional control in adolescent chronic cannabis abuse.,2010,Abdullaev
29338547,27034622,Family Functioning as a Mediator of Relations between Family History of Substance Use Disorder and Impulsivity.,2016,Ryan
29338547,25158155,Right prefrontal and ventral striatum interactions underlying impulsive choice and impulsive responding.,2015,Behan
29338547,12151022,Chronic drug use and cognitive impairments.,2002,Block
29338547,15907305,Neural substrates of faulty decision-making in abstinent marijuana users.,2005,Bolla
29338547,26249266,Impaired learning from errors in cannabis users: Dorsal anterior cingulate cortex and hippocampus hypoactivity.,2015,Carey
29338547,18220626,Type 2 diabetes and obesity in children and adolescents: experience from studies in Taiwanese population.,2006,Chang
29338547,22994937,Individual differences in decision making and reward processing predict changes in cannabis use: a prospective functional magnetic resonance imaging study.,2013,Cousijn
29338547,15528091,Abnormal brain activity in prefrontal brain regions in abstinent marijuana users.,2004,Eldreth
29338547,25799565,Alterations of monetary reward and punishment processing in chronic cannabis users: an FMRI study.,2015,Enzi
29338547,24200202,"An introduction to ""the addiction connectome: brain connectivity in drug and alcohol addiction"".",2013,Filbey
29338547,19789023,Equivalent outcomes with primary and retransplantation in African-American deceased-donor renal allograft recipients.,2009,Gruber
29338547,26822360,Genetic imaging consortium for addiction medicine: From neuroimaging to genes.,2016,Mackey
29338547,19915583,Reduction in extracellular Ca2+ attenuates endothelium-dependent relaxation more than nitroprusside-induced relaxation.,2010,Hayashi
29338547,18155446,Automatization and working memory capacity in schizophrenia.,2008,van Raalten
29338547,15561477,Neurophysiology of motor function following cannabis discontinuation in chronic cannabis smokers: an fMRI study.,2004,Pillay
29338547,22159107,Altered brain activation during visuomotor integration in chronic active cannabis users: relationship to cortisol levels.,2011,King
29338547,25516371,A translational investigation targeting stress-reactivity and prefrontal cognitive control with guanfacine for smoking cessation.,2015,McKee
29338547,23142193,Reduced insular volume in attention deficit hyperactivity disorder.,2012,Lopez-Larson
29338547,18296071,Deficits in learning and memory: parahippocampal hyperactivity and frontocortical hypoactivity in cannabis users.,2008,Nestor
29338547,20840201,Withdrawal symptoms in abstinent methamphetamine-dependent subjects.,2010,Zorick
29338547,18072830,Spatial working memory performance and fMRI activation interaction in abstinent adolescent marijuana users.,2007,Padula
29338547,18266549,Cannabis and motor function: fMRI changes following 28 days of discontinuation.,2008,Pillay
29338547,15561477,Neurophysiology of motor function following cannabis discontinuation in chronic cannabis smokers: an fMRI study.,2004,Pillay
29338547,26715721,Radiography versus multidetector computed tomography in assessing graft integration after acetabular reconstruction.,2015,Fernandez-Valencia
29338547,23016662,Possible association of severe major depression with acute cessation of long-term excessive triptan use.,2013,Ostermann
29338547,18540914,Effects of family history of alcohol use disorders on spatial working memory BOLD response in adolescents.,2008,Spadoni
29338547,21237342,Provision of the emergency contraceptive pill without prescription: attitudes and practices of pharmacists in Australia.,2011,Hussainy
29338547,24587965,A Review of Magnetic Resonance Spectroscopy Studies in Marijuana using Adolescents and Adults.,2013,Sneider
29338547,18072830,Spatial working memory performance and fMRI activation interaction in abstinent adolescent marijuana users.,2007,Padula
29338547,21956445,Effects of chronic marijuana use on brain activity during monetary decision-making.,2012,Vaidya
29338547,20061126,Chronic effects of cannabis use on the human reward system: an fMRI study.,2010,van Hell
29338547,21691942,Elevated gray and white matter densities in cocaine abstainers compared to current users.,2011,Hanlon
29338547,27454677,Cocaine-dependent adults and recreational cocaine users are more likely than controls to choose immediate unsafe sex over delayed safer sex.,2016,Koffarnus
29338547,25139065,Hypoactivation of the ventral and dorsal striatum during reward and loss anticipation in antipsychotic and mood stabilizer-naive bipolar disorder.,2015,Yip
27251183,26110109,Neuroimaging and neuromodulation approaches to study eating behavior and prevent and treat eating disorders and obesity.,2015,Val-Laillet
27251183,25125263,Lower subcortical gray matter volume in both younger smokers and established smokers relative to non-smokers.,2016,Hanlon
27251183,25674056,Limitations of the use of the MP-RAGE to identify neural changes in the brain: recent cigarette smoking alters gray matter indices in the striatum.,2014,Franklin
27251183,25051341,The neural mechanisms underlying the acute effect of cigarette smoking on chronic smokers.,2014,Wang
27251183,24832823,Current smoking and reduced gray matter volume-a voxel-based morphometry study.,2014,Fritz
27251183,22445480,Gray-matter volume in methamphetamine dependence: cigarette smoking and changes with abstinence from methamphetamine.,2012,Morales
27251183,20699124,Factors underlying prefrontal and insula structural alterations in smokers.,2011,Zhang
27251183,22076160,Regional grey and white matter changes in heavy male smokers.,2011,Yu
27251183,21281718,24-month effect of smoking cessation on cognitive function and brain structure in later life.,2011,Almeida
27251183,21909705,Brain grey matter deficits in smokers: focus on the cerebellum.,2012,Kühn
27251183,20731627,Differences between smokers and non-smokers in regional gray matter volumes: a voxel-based morphometry study.,2012,Liao
27251183,18165464,Smoking is associated with reduced cortical regional gray matter density in brain regions associated with incipient Alzheimer disease.,2008,Almeida
27251183,16962291,Effects of cerebrovascular risk factors on gray matter volume in adults aged 60-64 years: a voxel-based morphometric study.,2006,Chen
27251183,17004938,Smoking and structural brain deficits: a volumetric MR investigation.,2006,Gallinat
27251183,14706428,Differences between smokers and nonsmokers in regional gray matter volumes and densities.,2004,Brody
18511305,17136951,Sleep disordered breathing in patients with chronic obstructive pulmonary disease.,2005,Aoki
18511305,17159912,Cyclooxygenase-2 inhibition promotes enhancement of antitumor responses by transcutaneous vaccination with cytosine-phosphate-guanosine-oligodeoxynucleotides and model tumor antigen.,2007,Inoue
18511305,8947281,Cerebral metabolism in a case of multiple sclerosis with acute mental disorder.,1996,Blinkenberg
18511305,9827597,Functional imaging of tremor.,1998,Boecker
18511305,11742203,Sequential activation brain mapping after subcortical stroke: changes in hemispheric balance and recovery.,2001,Calautti
18511305,9818942,Abnormal somatosensory homunculus in dystonia of the hand.,1998,Bara-Jimenez
18511305,18591121,Drug-induced tardive syndromes.,1999,Ortí-Pareja
18511305,1822545,Regional cerebral blood flow during volitional breathing in man.,1991,Colebatch
18511305,16499163,[Implementing simple tools for clinical practice in primary care: reports from the Project Diabetes registry addressed to primary care groups in Modena].,2005,Guerzoni
18511305,15970732,An increased precision comparison of TMS-induced motor cortex BOLD fMRI response for image-guided versus function-guided coil placement.,2005,Denslow
18511305,15803561,Attention function after childhood stroke.,2004,Max
18511305,10493903,"A comparative fMRI study of cortical representations for thermal painful, vibrotactile, and motor performance tasks.",1999,Gelnar
18511305,11053230,Partially overlapping neural networks for real and imagined hand movements.,2000,Gerardin
18511305,11698832,Giant congenital nevi: a 20-year experience and an algorithm for their management.,2001,Gosain
18511305,12875920,Differential activity in the premotor cortex subdivisions in humans during mental calculation and verbal rehearsal tasks: a functional magnetic resonance imaging study.,2003,Hanakawa
18511305,11681302,Combined visual attention and finger movement effects on human brain representations.,2001,Indovina
18511305,10549809,The relation between forebrain volume and midsagittal size of the corpus callosum in children.,1999,Jäncke
18511305,11034860,The effect of switching between sequential and repetitive movements on cortical activation.,2000,Jäncke
18511305,11034860,The effect of switching between sequential and repetitive movements on cortical activation.,2000,Jäncke
18511305,9626674,Anatomical congruence of metabolic and electromagnetic activation signals during a self-paced motor task: a combined PET-MEG study.,1998,Joliot
18511305,10493901,FMRI and PET of self-paced finger movement: comparison of intersubject stereotaxic averaged data.,1999,Joliot
18511305,10619657,Different time course between scene processing and face processing: a MEG study.,1999,Sato
18511305,11112401,The effect of verbal feedback on motor learning--a PET study. Positron emission tomography.,2000,Kawashima
18511305,14686911,Effector-independent representations of simple and complex imagined finger movements: a combined fMRI and TMS study.,2003,Kuhtz-Buschbeck
18511305,9001657,Home visiting the newborn baby as a basis for developmental surveillance at child welfare centres.,1996,Larsson
18511305,17141478,Disruption of hippocampal connectivity in children and adolescents with schizophrenia--a voxel-based diffusion tensor imaging study.,2007,White
18511305,15919546,The relationships between television viewing in midlife and the development of Alzheimer's disease in a case-control study.,2005,Lindstrom
18511305,11129045,Conservation of RNA editing between rice and maize plastids: are most editing events dispensable?,2000,Corneille
18511305,9821558,Hippocampal N-acetyl aspartate in unaffected siblings of patients with schizophrenia: a possible intermediate neurobiological phenotype.,1998,Callicott
18511305,11999890,"Motor-induced brain activation in cortical, subcortical and cerebellar regions in schizophrenic inpatients. A whole brain fMRI fingertapping study.",2002,Müller
18511305,8892216,Fast 3D functional magnetic resonance imaging at 1.5 T with spiral acquisition.,1996,Yang
18511305,16879300,Brain atrophy in pure and complicated hereditary spastic paraparesis: a quantitative 3D MRI study.,2006,Kassubek
18511305,15862216,Frequency specific changes in regional cerebral blood flow and motor system connectivity following rTMS to the primary motor cortex.,2005,Rounis
18511305,8813292,Cochlear implant efficiency in pre- and postlingually deaf subjects. A study with H2(15)O and PET.,1996,Okazawa
18511305,9460526,Delayed enhancement of myocardial FDG uptake on glucose loading FDG-PET in NIDDM patient.,1997,Tsuchida
18511305,11144756,Broca's region subserves imagery of motion: a combined cytoarchitectonic and fMRI study.,2000,Binkofski
18511305,18228449,Experimental metastasis assays in the chick embryo.,2004,Wilson
18511305,16853932,A strategy to increase the efficiency of the dye-sensitized TiO2 solar cells operated by photoexcitation of dye-to-TiO2 charge-transfer bands.,2005,Tae
35664889,25273996,Altered network connectivity in frontotemporal dementia with C9orf72 hexanucleotide repeat expansion.,2014,Lee
35664889,18268196,Frontal paralimbic network atrophy in very mild behavioral variant frontotemporal dementia.,2008,Seeley
35664889,26673947,Two insular regions are differentially involved in behavioral variant FTD and nonfluent/agrammatic variant PPA.,2016,Mandelli
35664889,19164761,Apolipoprotein E epsilon4 is associated with disease-specific effects on brain atrophy in Alzheimer's disease and frontotemporal dementia.,2009,Agosta
35664889,23576128,The salience network causally influences default mode network activity during moral reasoning.,2013,Chiong
35664889,24278277,Are frontal cognitive and atrophy patterns different in PSP and bvFTD? A comparative neuropsychological and VBM study.,2013,Lagarde
35664889,25518957,Why do patients with neurodegenerative frontal syndrome fail to answer: 'In what way are an orange and a banana alike?'.,2015,Lagarde
35664889,29394332,Beyond the face: how context modulates emotion processing in frontotemporal dementia subtypes.,2018,Kumfor
35664889,25511791,Differentiating between right-lateralised semantic dementia and behavioural-variant frontotemporal dementia: an examination of clinical characteristics and emotion processing.,2015,Kamminga
35664889,25009480,Frontal and temporal lobe contributions to emotional enhancement of memory in behavioral-variant frontotemporal dementia and Alzheimer's disease.,2014,Kumfor
