meta_pmid,study_pmid,status,final_status,title,Author,corrected_status,reason,SourceSheet,posthoc_status,posthoc_reason
36436737,30195053,NO,NO,Alteration of functional brain architecture in 22q11.2 deletion syndrome - Insights into susceptibility for psychosis.,Larsen KM,NO,"NotHealthy, Review, NoCoordinates",OutsideDateRange,,
36436737,30221467,NO,NO,Role of social cognition in post-traumatic stress disorder: A review and meta-analysis.,Stevens JS,NO,Meta-analysis,OutsideDateRange,,
36436737,30225341,YES,NO,Motivation Modulates Brain Networks in Response to Faces Varying in Race and Status: A Multivariate Approach.,Mattan BD,NO,Atypical,YES,,
36436737,30272134,YES,YES,Hierarchical Brain Network for Face and Voice Integration of Emotion Expression.,"Davies-Thompson J,",YES,,YES,,
36436737,30300745,YES,NO,Age-related differences in the activation of the mentalizing- and reward-related brain regions during the learning of others' true trustworthiness.,Suzuki A,YES,,YES,,
36436737,30349467,YES,YES,Role-Specific Brain Activations in Leaders and Followers During Joint Action.,,YES,,,,
36436737,30374665,YES,NO,"Peer influence, Frontostriatal connectivity, and delay discounting in African American emerging adults.",,NO,ROI,,,
36436737,30389840,YES,NO,The Social Brain Automatically Predicts Others' Future Mental States.,Thornton M,NO,NoCoordinates,OutsideDateRange,YES,Agree if criteria is changed to not only include uni variate
36436737,30411904,NO,NO,Salience network connectivity and social processing in children with nonverbal learning disability or autism spectrum disorder.,Margolis AE,NO,NotHealthy,OutsideDateRange,,
36436737,30414457,NO,NO,Altered resting-state dynamics in autism spectrum disorder: Causal to the social impairment?,Gotts SJ,NO,Review,YES,,
36436737,30455187,YES,NO,MDMA Increases Cooperation and Recruitment of Social Brain Areas When Playing Trustworthy Players in an Iterated Prisoner's Dilemma.,Gabay AS,YES,,YES,,
36436737,30500423,NO,NO,Combining resting state functional MRI with intraoperative cortical stimulation to map the mentalizing network.,Yordanova YN,NO,AtypicalData,OutsideDateRange,,
36436737,30594068,YES,NO,Hypoconnectivity of insular resting-state networks in adolescents with Autism Spectrum Disorder.,Francis SM,NO,AtypicalData,YES,,
36436737,30610911,NO,NO,"Social, self, (situational), and affective processes in medial prefrontal cortex (MPFC): Causal, multivariate, and reverse inference evidence.",Lieberman MD,NO,No coordinates; review,YES,,
36436737,30624029,YES,NO,OXTR methylation modulates exogenous oxytocin effects on human brain activity during social interaction.,Chen X,NO,ROI,YES,NO,Main effects not reported
36436737,30639176,YES,NO,"Trustworthiness appraisal deficits in borderline personality disorder are associated with prefrontal cortex, not amygdala, impairment.",Fertuck EA,NO,AtypicalData,YES,,
36436737,30639342,YES,NO,"Exogenous testosterone and the monoamine-oxidase A polymorphism influence anger, aggression and neural responses to provocation in males.","Wagels L,",NO,No info on subjects. Only 2 subjects in study,YES,YES,
36436737,30649548,NO,YES,Dissecting social interaction: dual-fMRI reveals patterns of interpersonal brain-behavior relationships that dissociate among dimensions of social exchange.,Špiláková B,YES,Does not specify healthy,YES,,
36436737,30658938,YES,YES,Altered striatal reward processing in abstinent dependent cannabis users: Social context matters.,Zimmermann K,YES,,YES,,
36436737,30679738,NO,NO,Neurometabolic and functional connectivity basis of prosocial behavior in early adolescence.,Okada N,NO,Does not state healthy subjects,YES,,
36436737,30698656,YES,NO,Overt social interaction and resting state in young adult males with autism: core and contextual neural features.,Jasmin K,NO,AtypicalData,YES,,
36436737,30794869,NO,NO,Age differences in specific neural connections within the Default Mode Network underlie theory of mind.,,NO,NoHealthyInfo,,YES,"Although main reported results are ""atypical"", qualifying results are reported in Supplemental"
36436737,30807820,NO,NO,Inhibiting mGluR5 activity by AFQ056/Mavoglurant rescues circuit-specific functional connectivity in Fmr1 knockout mice.,Zerbi V,NO,Non-human; use mice model,YES,,
36436737,30825583,YES,NO,Targeting dynamic facial processing mechanisms in superior temporal sulcus using a novel fMRI neurofeedback target.,Direito B,NO,Includes non-MRI data,YES,YES,Localizer counts as social communication
36436737,30833582,NO,NO,Atypical functional connectome hierarchy in autism.,Hong SJ,NO,Includes atypical data,YES,,
36436737,30834300,YES,NO,What Makes Eye Contact Special? Neural Substrates of On-Line Mutual Eye-Gaze: A Hyperscanning fMRI Study.,Koike T,NO,Atypical,YES,YES,"Although many atypical analyses are reported, main result qualifies"
36436737,30842248,YES,NO,Symmetrical Viewpoint Representations in Face-Selective Regions Convey an Advantage in the Perception and Recognition of Faces.,Flack TR,NO,Atypical,YES,NO,"Atypical analysis, doesn't report main localizer"
36436737,30852994,YES,NO,Brain activity during reciprocal social interaction investigated using conversational robots as control condition.,Rauchbauer B,YES,No Coordinates,YES,,
36436737,30852995,YES,YES,A neurocognitive investigation of the impact of socializing with a robot on empathy for pain.,Cross ES,YES,,YES,,
36436737,30930310,YES,YES,The facilitative effect of gestures on the neural processing of semantic complexity in a continuous narrative.,Cuevas P,YES,,YES,,
36436737,30949039,YES,NO,Convergent Neural Correlates of Empathy and Anxiety During Socioemotional Processing.,Knight LK,NO,"Connectivity, ROI",YES,YES,Whole brain results are provided
36436737,30976115,YES,NO,Causal Interactions in Human Amygdala Cortical Networks across the Lifespan.,Jiang Y,NO,AtypicalData,YES,,
36436737,31011853,YES,NO,Neural Signatures of Social Inclusion in Borderline Personality Disorder Versus Non-suicidal Self-injury.,,YES,"AtypicalData, NoHealthyOnlyResult",,NO,
36436737,31028922,YES,NO,Perceiving animacy purely from visual motion cues involves intraparietal sulcus.,Schultz J,NO,ROI,YES,YES,One whole brain analysis reported
36436737,31028924,NO,NO,The inhibition of automatic imitation: A meta-analysis and synthesis of fMRI studies.,Darda KM,NO,Review,YES,,
36436737,31036762,YES,NO,"Multifaceted Integration: Memory for Faces Is Subserved by Widespread Connections between Visual, Memory, Auditory, and Social Networks.",Ramot M,NO,Atypical,YES,,
36436737,31051206,YES,NO,Diminished single-stimulus response in vmPFC to favorite people in children diagnosed with Autism Spectrum Disorder.,Kishida KT,NO,AtypicalData,YES,,
36436737,31056647,YES,YES,Social support modulates the neural correlates underlying social exclusion.,Morese R,YES,,YES,,
36436737,31063817,YES,NO,The functional database of the ARCHI project: Potential and perspectives.,Pinel P,NO,Atypical,YES,YES,Most analyses are atypical but main effects are reported
36436737,31090126,YES,YES,Widespread and lateralized social brain activity for processing dynamic facial expressions.,Sato W,YES,,YES,,
36436737,31100434,NO,NO,Dyadic interaction processing in the posterior temporal cortex.,Walbrin J,NO,NoHealthyInfo,YES,YES,"Demographics are lacking, but likely a healthy group"
36436737,31142792,YES,YES,Behavioural and Neural Responses to Facial Disfigurement.,Hartung F,YES,,YES,,
36436737,31157395,YES,NO,Investigation of functional brain network reconfiguration during vocal emotional processing using graph-theoretical analysis.,Lin SY,NO,Atypical,YES,,
36436737,31170400,NO,NO,Universal Transform or Multiple Functionality? Understanding the Contribution of the Human Cerebellum across Task Domains.,Diedrichsen J,NO,Review,YES,,
36436737,31268615,YES,NO,Modulating functional connectivity between medial frontopolar cortex and amygdala by inhibitory and excitatory transcranial magnetic stimulation.,Riedel P,NO,Atypical,YES,,
36436737,31322784,YES,NO,Linking resting-state networks and social cognition in schizophrenia and bipolar disorder.,Jimenez AM,NO,Atypical,YES,,
36436737,31379539,YES,NO,Emotion Regulation of Hippocampus Using Real-Time fMRI Neurofeedback in Healthy Human.,Zhu Y,NO,Atypical,YES,,
36436737,31420884,YES,NO,Linking visual gamma to task-related brain networks-a simultaneous EEG-fMRI study.,Beldzik E,NO,NotSocial,YES,,
36436737,31506672,YES,NO,The neural mechanisms of social reward in early psychosis.,Fett AJ,NO,AtypicalData,YES,,
36436737,31589003,YES,NO,Meta-analytic and functional connectivity evidence from functional magnetic resonance imaging for an anterior to posterior gradient of function along the hippocampal axis.,Grady CL,NO,Meta-analysis,YES,,
36436737,31598216,YES,YES,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods.",Javor A,YES,,YES,,
36436737,31639270,NO,NO,Direct replication of task-dependent neural activation patterns during sadness introspection in two independent adolescent samples.,Vilgis V,NO,"NoHealthyInfo, Non-Adults",YES,,
36436737,31680906,YES,NO,Atypical Amygdala-Neocortex Interaction During Dynamic Facial Expression Processing in Autism Spectrum Disorder.,Sato W,NO,AtypicalData,YES,,
36436737,31690846,YES,NO,Neural and functional correlates of impaired reading ability in schizophrenia.,Dondé C,NO,AtypicalData,YES,,
36436737,31729396,YES,NO,Neural representations of honesty predict future trust behavior.,Bellucci G,YES,,YES,,
36436737,31740271,NO,NO,"The effects of nalmefene on emotion processing in alcohol use disorder - A randomized, controlled fMRI study.",Vollstädt-Klein S,NO,NotHealthy,YES,,
36436737,31747689,YES,NO,Action perception recruits the cerebellum and is impaired in patients with spinocerebellar ataxia.,Abdelgabar AR,NO,NotWholeBrain,YES,NO,Only cerebellar results
36436737,31783116,YES,YES,Neural oscillations in human auditory cortex revealed by fast fMRI during auditory perception.,Frühholz S,YES,,YES,,
36436737,31798816,YES,NO,Intact neural representations of affective meaning of touch but lack of embodied resonance in autism: a multi-voxel pattern analysis study.,Lee Masson H,NO,AtypicalData,YES,YES,Typical results reported in supplement
36436737,31843053,NO,NO,Default mode-visual network hypoconnectivity in an autism subtype with pronounced social visual engagement difficulties.,Lombardo MV,NO,Age,YES,,
36436737,31844272,YES,NO,Collective memory shapes the organization of individual memories in the medial prefrontal cortex.,Gagnepain P,NO,"Atypical, No Coordiantes",YES,NO,Whole-brain task-evoked results are not shown
36436737,31849730,NO,NO,"Modulation of Social Cognition via Hallucinogens and ""Entactogens"" ",,NO,"Review, NoCoordinates",,,
36436737,34895947,NO,NO,The role of oxytocin in implicit personal space regulation: An fMRI study,,NO,"ROI, NotHealthy, NotfMRI",,,
36436737,38867029,NO,NO,Combining developmental and sleep health measures for autism spectrum disorder screening: an ECHO study.,,NO,Atypical,,,
36436737,40773391,NO,NO,Generalized Probabilistic Graphical Modeling for Multi-View Bipartite Graph Clustering.,,NO,Atypical,,,
